Fecha_Hora,Irradiancia_It,Temperatura_Tt,Humedad_Ht,Viento_Wt
2019-01-01 06:00:00,32.9,25.06,60.09,8.784
2019-01-01 07:00:00,240.93,27.67,50.07,9.504000000000001
2019-01-01 08:00:00,478.05,30.71,40.1,10.872
2019-01-01 09:00:00,672.83,33.35,33.98,10.872
2019-01-01 10:00:00,810.33,35.38,29.79,10.656
2019-01-01 11:00:00,878.78,36.91,26.71,10.332
2019-01-01 12:00:00,864.97,37.97,24.62,9.864
2019-01-01 13:00:00,785.4,38.43,23.41,9.504000000000001
2019-01-01 14:00:00,659.15,38.25,23.14,9.18
2019-01-01 15:00:00,451.67,37.45,23.8,8.784
2019-01-01 16:00:00,221.9,35.74,27.02,7.920000000000001
2019-01-01 17:00:00,26.2,32.44,36.67,6.9479999999999995
2019-01-02 06:00:00,32.25,25.34,58.52,8.892000000000001
2019-01-02 07:00:00,232.82,28.0,48.93,9.432
2019-01-02 08:00:00,468.55,31.0,38.71,10.188
2019-01-02 09:00:00,672.4,33.67,32.48,10.152
2019-01-02 10:00:00,808.55,35.65,28.47,9.972
2019-01-02 11:00:00,887.25,37.16,25.61,9.756
2019-01-02 12:00:00,882.9,38.21,23.6,9.360000000000001
2019-01-02 13:00:00,802.1,38.72,22.4,8.856
2019-01-02 14:00:00,658.33,38.64,22.12,8.388
2019-01-02 15:00:00,453.23,37.86,23.0,7.956
2019-01-02 16:00:00,224.7,36.12,26.24,7.02
2019-01-02 17:00:00,26.58,32.45,36.67,5.508
2019-01-03 06:00:00,35.33,24.22,62.38,7.2
2019-01-03 07:00:00,245.18,27.74,50.07,9.036
2019-01-03 08:00:00,478.17,31.39,40.12,10.152
2019-01-03 09:00:00,676.95,34.26,33.2,9.792000000000002
2019-01-03 10:00:00,820.85,36.39,28.52,9.036
2019-01-03 11:00:00,885.67,37.97,25.38,8.388
2019-01-03 12:00:00,882.17,39.03,23.36,7.920000000000001
2019-01-03 13:00:00,805.67,39.56,22.25,7.416
2019-01-03 14:00:00,657.58,39.53,21.98,6.696000000000001
2019-01-03 15:00:00,455.65,38.89,22.64,5.688000000000001
2019-01-03 16:00:00,223.88,37.23,26.39,4.032000000000001
2019-01-03 17:00:00,26.3,32.59,41.65,2.52
2019-01-04 06:00:00,33.38,24.8,60.09,5.867999999999999
2019-01-04 07:00:00,238.32,27.69,50.45,6.336
2019-01-04 08:00:00,466.8,31.65,38.8,8.028
2019-01-04 09:00:00,664.25,34.77,31.49,8.532
2019-01-04 10:00:00,788.15,36.87,27.29,8.532
2019-01-04 11:00:00,845.42,38.47,24.58,8.316
2019-01-04 12:00:00,854.62,39.56,22.82,7.884
2019-01-04 13:00:00,757.67,40.15,21.87,7.416
2019-01-04 14:00:00,635.58,40.13,21.9,6.984
2019-01-04 15:00:00,440.42,39.47,22.88,6.516
2019-01-04 16:00:00,218.68,37.84,26.86,5.364
2019-01-04 17:00:00,27.17,34.04,38.57,2.8440000000000003
2019-01-05 06:00:00,33.33,25.25,59.17,4.14
2019-01-05 07:00:00,239.73,27.89,52.52,5.688000000000001
2019-01-05 08:00:00,469.33,31.57,40.36,7.632000000000001
2019-01-05 09:00:00,665.9,34.71,33.41,8.028
2019-01-05 10:00:00,807.3,36.91,28.98,7.704000000000001
2019-01-05 11:00:00,872.35,38.56,25.71,6.8759999999999994
2019-01-05 12:00:00,868.9,39.69,23.52,6.156
2019-01-05 13:00:00,780.0,40.21,22.45,5.760000000000001
2019-01-05 14:00:00,642.8,40.1,22.42,5.472
2019-01-05 15:00:00,431.7,39.34,23.43,4.896000000000001
2019-01-05 16:00:00,207.5,37.75,26.32,3.744
2019-01-05 17:00:00,24.88,33.65,37.25,1.8
2019-01-06 06:00:00,28.42,25.87,65.0,3.384
2019-01-06 07:00:00,209.43,28.48,51.51,4.284
2019-01-06 08:00:00,422.92,31.64,41.63,4.464
2019-01-06 09:00:00,609.25,34.36,35.06,4.392
2019-01-06 10:00:00,750.65,36.45,31.04,4.680000000000001
2019-01-06 11:00:00,817.95,37.93,28.49,4.86
2019-01-06 12:00:00,783.28,38.8,26.99,5.076
2019-01-06 13:00:00,675.5,38.96,26.5,5.148
2019-01-06 14:00:00,490.98,38.63,26.8,5.004
2019-01-06 15:00:00,314.27,37.07,29.33,4.392
2019-01-06 16:00:00,146.15,35.37,33.71,3.3120000000000003
2019-01-06 17:00:00,19.58,33.02,43.55,1.62
2019-01-07 06:00:00,24.08,25.72,61.61,3.3120000000000003
2019-01-07 07:00:00,170.27,28.23,48.5,5.328
2019-01-07 08:00:00,332.9,31.39,37.39,6.192
2019-01-07 09:00:00,475.15,34.13,31.93,5.724
2019-01-07 10:00:00,582.0,36.03,29.26,5.5440000000000005
2019-01-07 11:00:00,664.33,37.22,27.78,5.652
2019-01-07 12:00:00,664.17,38.06,26.75,5.832000000000001
2019-01-07 13:00:00,594.95,38.22,26.65,5.760000000000001
2019-01-07 14:00:00,518.5,37.41,28.09,5.328
2019-01-07 15:00:00,333.52,36.51,29.94,4.464
2019-01-07 16:00:00,160.2,35.14,33.2,3.168
2019-01-07 17:00:00,20.92,32.2,45.18,2.4120000000000004
2019-01-08 06:00:00,20.7,25.72,66.94,1.9440000000000002
2019-01-08 07:00:00,165.35,28.49,52.65,3.24
2019-01-08 08:00:00,353.08,31.23,42.61,4.068
2019-01-08 09:00:00,541.45,33.57,35.61,4.032000000000001
2019-01-08 10:00:00,656.78,35.54,30.68,3.8520000000000003
2019-01-08 11:00:00,710.08,36.99,27.46,3.8520000000000003
2019-01-08 12:00:00,665.47,38.07,25.27,4.068
2019-01-08 13:00:00,635.6,38.24,24.66,4.248
2019-01-08 14:00:00,523.8,37.68,25.26,4.284
2019-01-08 15:00:00,353.33,36.35,27.41,3.9240000000000004
2019-01-08 16:00:00,166.15,34.59,32.89,3.24
2019-01-08 17:00:00,20.75,32.29,46.76,2.4480000000000004
2019-01-09 06:00:00,16.42,24.65,64.52,3.06
2019-01-09 07:00:00,123.07,27.16,50.64,2.9160000000000004
2019-01-09 08:00:00,261.0,30.45,38.62,1.548
2019-01-09 09:00:00,447.48,33.04,32.04,2.3400000000000003
2019-01-09 10:00:00,542.05,34.69,28.92,3.8160000000000003
2019-01-09 11:00:00,599.97,35.72,27.37,4.824000000000001
2019-01-09 12:00:00,612.1,36.49,26.41,5.58
2019-01-09 13:00:00,519.42,36.38,26.87,6.264
2019-01-09 14:00:00,336.7,35.89,28.06,6.803999999999999
2019-01-09 15:00:00,253.0,35.02,30.08,7.128
2019-01-09 16:00:00,111.95,33.53,34.08,6.6240000000000006
2019-01-09 17:00:00,18.08,31.22,42.34,5.508
2019-01-10 06:00:00,18.73,24.49,73.18,2.196
2019-01-10 07:00:00,146.82,26.0,67.41,2.952
2019-01-10 08:00:00,299.7,27.58,61.92,4.032000000000001
2019-01-10 09:00:00,486.6,29.39,55.05,4.392
2019-01-10 10:00:00,674.33,31.25,48.42,4.932
2019-01-10 11:00:00,758.92,32.81,42.9,5.5440000000000005
2019-01-10 12:00:00,763.58,33.98,39.01,6.084
2019-01-10 13:00:00,682.58,34.53,37.01,6.696000000000001
2019-01-10 14:00:00,541.62,34.09,37.32,7.164
2019-01-10 15:00:00,345.95,33.68,37.97,7.38
2019-01-10 16:00:00,173.85,32.51,40.97,6.8759999999999994
2019-01-10 17:00:00,24.4,30.05,50.27,5.076
2019-01-11 06:00:00,20.4,22.71,93.85,1.548
2019-01-11 07:00:00,171.4,25.06,82.05,2.3040000000000003
2019-01-11 08:00:00,366.0,27.28,62.55,3.2760000000000002
2019-01-11 09:00:00,531.17,29.41,51.28,3.7800000000000002
2019-01-11 10:00:00,669.22,31.34,44.15,4.392
2019-01-11 11:00:00,745.03,32.73,39.37,4.932
2019-01-11 12:00:00,723.95,33.7,36.22,5.076
2019-01-11 13:00:00,687.95,34.28,34.22,4.896000000000001
2019-01-11 14:00:00,575.03,34.37,33.44,4.464
2019-01-11 15:00:00,388.4,33.96,33.91,3.672
2019-01-11 16:00:00,190.62,32.78,36.64,2.628
2019-01-11 17:00:00,26.12,30.3,48.67,1.368
2019-01-12 06:00:00,21.65,23.31,69.38,2.592
2019-01-12 07:00:00,179.3,26.08,56.2,2.8800000000000003
2019-01-12 08:00:00,371.52,29.4,43.68,3.204
2019-01-12 09:00:00,574.47,32.06,35.71,2.9160000000000004
2019-01-12 10:00:00,748.22,34.3,30.55,3.096
2019-01-12 11:00:00,854.28,35.94,27.42,3.9600000000000004
2019-01-12 12:00:00,823.2,36.73,26.22,4.896000000000001
2019-01-12 13:00:00,737.55,36.8,26.29,5.256
2019-01-12 14:00:00,582.9,36.44,27.05,5.004
2019-01-12 15:00:00,388.8,35.5,28.77,4.6080000000000005
2019-01-12 16:00:00,195.43,33.97,32.24,4.176
2019-01-12 17:00:00,28.1,30.65,44.44,2.592
2019-01-13 06:00:00,20.75,23.75,68.34,3.6
2019-01-13 07:00:00,190.5,26.73,54.47,3.8880000000000003
2019-01-13 08:00:00,404.25,30.4,41.81,5.04
2019-01-13 09:00:00,556.15,33.39,33.74,4.068
2019-01-13 10:00:00,728.3,35.53,29.26,3.564
2019-01-13 11:00:00,787.88,37.02,26.59,3.8160000000000003
2019-01-13 12:00:00,811.08,37.89,25.06,4.392
2019-01-13 13:00:00,704.22,38.17,24.49,4.896000000000001
2019-01-13 14:00:00,554.53,37.31,25.69,4.896000000000001
2019-01-13 15:00:00,380.45,35.93,28.08,4.392
2019-01-13 16:00:00,180.18,34.21,31.95,3.132
2019-01-13 17:00:00,26.1,31.11,43.31,1.584
2019-01-14 06:00:00,23.67,23.58,65.23,4.824000000000001
2019-01-14 07:00:00,210.1,26.42,51.52,6.12
2019-01-14 08:00:00,431.2,30.2,38.2,7.452
2019-01-14 09:00:00,630.12,33.42,29.75,6.84
2019-01-14 10:00:00,777.53,35.63,25.57,6.3
2019-01-14 11:00:00,825.05,37.19,23.25,5.796
2019-01-14 12:00:00,827.28,38.24,21.86,5.22
2019-01-14 13:00:00,748.22,38.65,21.38,4.680000000000001
2019-01-14 14:00:00,589.7,38.36,21.77,4.068
2019-01-14 15:00:00,398.23,37.16,23.47,3.384
2019-01-14 16:00:00,191.45,35.38,26.92,2.052
2019-01-14 17:00:00,27.55,31.7,39.74,0.9
2019-01-15 06:00:00,24.08,23.92,60.43,4.284
2019-01-15 07:00:00,211.35,26.91,48.48,5.867999999999999
2019-01-15 08:00:00,434.52,30.96,36.0,6.8759999999999994
2019-01-15 09:00:00,632.2,34.18,29.37,6.3
2019-01-15 10:00:00,794.15,36.25,26.05,6.048
2019-01-15 11:00:00,836.6,37.73,24.03,5.9399999999999995
2019-01-15 12:00:00,843.62,38.59,23.02,5.9399999999999995
2019-01-15 13:00:00,754.25,38.91,22.74,5.832000000000001
2019-01-15 14:00:00,615.3,38.28,23.67,5.4
2019-01-15 15:00:00,420.3,37.15,25.46,4.356
2019-01-15 16:00:00,207.3,35.47,28.71,2.52
2019-01-15 17:00:00,30.83,32.6,37.72,0.7200000000000001
2019-01-16 06:00:00,23.23,24.45,58.52,6.84
2019-01-16 07:00:00,205.68,27.27,47.56,6.444
2019-01-16 08:00:00,434.38,31.36,36.87,6.516
2019-01-16 09:00:00,637.88,34.66,30.54,6.012
2019-01-16 10:00:00,779.12,36.69,27.22,6.12
2019-01-16 11:00:00,842.2,38.15,24.93,6.192
2019-01-16 12:00:00,851.15,39.08,23.53,6.228
2019-01-16 13:00:00,778.6,39.33,23.08,6.228
2019-01-16 14:00:00,636.53,38.76,23.75,5.904
2019-01-16 15:00:00,433.9,37.68,25.37,4.86
2019-01-16 16:00:00,212.93,36.0,28.52,2.952
2019-01-16 17:00:00,31.42,33.0,39.04,1.296
2019-01-17 06:00:00,20.92,24.85,66.21,3.672
2019-01-17 07:00:00,190.9,27.78,53.84,3.492
2019-01-17 08:00:00,405.08,31.59,41.41,3.708
2019-01-17 09:00:00,598.7,34.5,34.01,3.708
2019-01-17 10:00:00,753.72,36.6,29.74,4.284
2019-01-17 11:00:00,829.25,38.16,26.94,4.896000000000001
2019-01-17 12:00:00,833.15,39.04,25.43,5.4
2019-01-17 13:00:00,736.47,39.35,24.8,5.472
2019-01-17 14:00:00,610.78,38.81,25.51,4.968
2019-01-17 15:00:00,418.62,37.74,27.19,3.8880000000000003
2019-01-17 16:00:00,210.25,36.02,30.87,2.124
2019-01-17 17:00:00,33.55,33.43,40.35,0.6120000000000001
2019-01-18 06:00:00,23.15,25.2,65.57,3.744
2019-01-18 07:00:00,205.88,28.22,53.09,3.384
2019-01-18 08:00:00,429.45,32.06,40.95,3.168
2019-01-18 09:00:00,622.35,34.85,34.4,2.8800000000000003
2019-01-18 10:00:00,749.05,36.65,30.86,3.2760000000000002
2019-01-18 11:00:00,793.55,37.79,28.66,3.636
2019-01-18 12:00:00,799.7,38.43,27.39,3.9240000000000004
2019-01-18 13:00:00,746.88,38.64,26.96,4.032000000000001
2019-01-18 14:00:00,601.1,38.29,27.45,3.708
2019-01-18 15:00:00,451.65,37.49,28.77,3.024
2019-01-18 16:00:00,230.2,36.27,31.01,2.3040000000000003
2019-01-18 17:00:00,36.7,33.96,38.6,1.764
2019-01-19 06:00:00,23.0,25.76,62.56,4.032000000000001
2019-01-19 07:00:00,197.52,28.85,50.35,4.644
2019-01-19 08:00:00,410.27,32.76,38.67,5.436
2019-01-19 09:00:00,603.47,35.5,32.55,5.112
2019-01-19 10:00:00,754.25,37.5,28.89,5.724
2019-01-19 11:00:00,832.53,38.96,26.56,6.3
2019-01-19 12:00:00,851.8,39.92,25.11,6.516
2019-01-19 13:00:00,776.08,40.32,24.46,6.408
2019-01-19 14:00:00,639.45,39.96,24.89,6.12
2019-01-19 15:00:00,451.75,39.08,26.17,5.652
2019-01-19 16:00:00,230.65,37.63,28.54,4.572
2019-01-19 17:00:00,37.65,34.54,35.59,2.484
2019-01-20 06:00:00,24.88,25.9,55.35,6.48
2019-01-20 07:00:00,220.45,29.07,44.93,7.092
2019-01-20 08:00:00,448.6,32.95,37.69,8.208
2019-01-20 09:00:00,654.35,35.47,33.3,8.496
2019-01-20 10:00:00,800.15,37.4,29.56,8.28
2019-01-20 11:00:00,885.62,38.94,26.48,7.776000000000001
2019-01-20 12:00:00,898.15,40.0,24.37,7.128
2019-01-20 13:00:00,827.1,40.54,23.1,6.372
2019-01-20 14:00:00,687.72,40.52,22.67,5.4
2019-01-20 15:00:00,489.2,39.86,23.17,4.356
2019-01-20 16:00:00,246.98,38.28,25.32,3.3120000000000003
2019-01-20 17:00:00,39.7,35.03,33.2,2.124
2019-01-21 06:00:00,23.6,25.04,63.15,4.428
2019-01-21 07:00:00,199.35,27.63,53.17,3.9960000000000004
2019-01-21 08:00:00,410.58,31.24,41.63,4.392
2019-01-21 09:00:00,598.42,34.59,33.3,3.024
2019-01-21 10:00:00,751.6,37.01,28.16,2.124
2019-01-21 11:00:00,828.25,38.76,24.79,1.872
2019-01-21 12:00:00,849.05,39.93,22.69,1.8
2019-01-21 13:00:00,765.17,40.43,21.71,2.052
2019-01-21 14:00:00,639.97,40.33,21.74,2.4480000000000004
2019-01-21 15:00:00,449.23,39.47,22.88,2.7720000000000002
2019-01-21 16:00:00,227.93,38.0,25.16,3.06
2019-01-21 17:00:00,36.9,35.15,30.99,2.736
2019-01-22 06:00:00,19.8,26.25,57.17,6.5520000000000005
2019-01-22 07:00:00,168.65,28.8,48.06,6.84
2019-01-22 08:00:00,366.9,32.04,38.7,7.452
2019-01-22 09:00:00,526.15,34.88,32.48,7.596
2019-01-22 10:00:00,736.2,36.8,28.93,8.388
2019-01-22 11:00:00,835.53,38.26,26.02,8.928
2019-01-22 12:00:00,840.3,39.29,23.88,8.82
2019-01-22 13:00:00,761.65,39.79,22.64,8.388
2019-01-22 14:00:00,658.3,39.69,22.24,7.992000000000001
2019-01-22 15:00:00,468.9,38.89,22.81,7.956
2019-01-22 16:00:00,242.68,37.32,24.59,7.848000000000001
2019-01-22 17:00:00,40.62,34.14,31.14,6.66
2019-01-23 06:00:00,23.1,25.05,63.68,8.316
2019-01-23 07:00:00,218.52,27.93,53.36,9.251999999999999
2019-01-23 08:00:00,456.05,31.43,38.51,10.332
2019-01-23 09:00:00,667.45,33.93,32.48,10.116
2019-01-23 10:00:00,814.08,35.81,28.71,10.152
2019-01-23 11:00:00,877.38,37.26,26.05,9.972
2019-01-23 12:00:00,869.2,38.3,24.25,9.468
2019-01-23 13:00:00,789.9,38.8,23.26,8.856
2019-01-23 14:00:00,664.65,38.75,23.08,8.136
2019-01-23 15:00:00,468.83,38.05,23.82,7.596
2019-01-23 16:00:00,240.95,36.67,25.58,7.164
2019-01-23 17:00:00,41.28,33.66,32.59,5.867999999999999
2019-01-24 06:00:00,25.25,25.67,57.33,6.768
2019-01-24 07:00:00,223.48,28.81,46.66,8.172
2019-01-24 08:00:00,460.7,32.35,37.49,9.360000000000001
2019-01-24 09:00:00,670.78,35.05,30.8,9.072000000000001
2019-01-24 10:00:00,797.42,37.0,26.71,8.784
2019-01-24 11:00:00,896.38,38.09,25.11,8.568
2019-01-24 12:00:00,900.78,38.81,24.28,8.1
2019-01-24 13:00:00,834.47,39.29,23.84,7.164
2019-01-24 14:00:00,695.75,39.37,23.87,5.832000000000001
2019-01-24 15:00:00,500.4,38.87,24.62,4.392
2019-01-24 16:00:00,266.4,37.76,26.15,2.952
2019-01-24 17:00:00,48.88,34.44,36.36,2.088
2019-01-25 06:00:00,23.8,25.83,58.17,3.8160000000000003
2019-01-25 07:00:00,208.95,29.03,45.5,4.464
2019-01-25 08:00:00,434.67,32.66,34.54,6.012
2019-01-25 09:00:00,642.8,35.43,29.43,6.9479999999999995
2019-01-25 10:00:00,782.88,37.5,26.31,7.164
2019-01-25 11:00:00,842.15,39.18,23.87,7.2
2019-01-25 12:00:00,864.33,40.33,22.21,7.236
2019-01-25 13:00:00,807.05,40.91,21.32,7.02
2019-01-25 14:00:00,666.17,40.88,21.19,6.6240000000000006
2019-01-25 15:00:00,454.9,40.21,21.88,6.192
2019-01-25 16:00:00,228.77,38.77,23.68,5.328
2019-01-25 17:00:00,41.22,35.22,30.69,2.9160000000000004
2019-01-26 06:00:00,23.0,25.76,58.49,4.104
2019-01-26 07:00:00,194.43,28.8,46.68,5.184
2019-01-26 08:00:00,403.62,32.5,36.32,6.66
2019-01-26 09:00:00,597.97,35.34,30.99,7.524
2019-01-26 10:00:00,790.62,37.35,28.06,7.632000000000001
2019-01-26 11:00:00,819.15,38.88,25.95,7.704000000000001
2019-01-26 12:00:00,862.38,39.92,24.55,7.74
2019-01-26 13:00:00,803.95,40.41,23.91,7.416
2019-01-26 14:00:00,680.05,40.24,24.12,6.912
2019-01-26 15:00:00,481.52,39.12,25.76,5.688000000000001
2019-01-26 16:00:00,254.95,37.69,28.13,3.8160000000000003
2019-01-26 17:00:00,46.72,34.65,36.63,1.4400000000000002
2019-01-27 06:00:00,22.73,26.62,59.02,3.528
2019-01-27 07:00:00,194.77,29.54,48.25,3.9960000000000004
2019-01-27 08:00:00,403.15,32.91,39.64,5.760000000000001
2019-01-27 09:00:00,573.72,35.36,34.02,6.372
2019-01-27 10:00:00,735.35,37.3,29.84,6.696000000000001
2019-01-27 11:00:00,790.47,38.79,26.82,6.984
2019-01-27 12:00:00,807.42,39.41,25.39,6.984
2019-01-27 13:00:00,728.67,39.77,24.45,6.444
2019-01-27 14:00:00,590.08,39.75,24.06,5.652
2019-01-27 15:00:00,433.73,39.2,24.46,4.680000000000001
2019-01-27 16:00:00,232.93,37.99,26.01,3.744
2019-01-27 17:00:00,44.88,35.1,33.12,2.8440000000000003
2019-01-28 06:00:00,22.27,27.23,58.79,1.0080000000000002
2019-01-28 07:00:00,196.12,29.13,52.56,1.548
2019-01-28 08:00:00,412.08,30.79,47.6,3.384
2019-01-28 09:00:00,602.97,32.03,44.38,3.636
2019-01-28 10:00:00,732.2,32.94,42.22,3.492
2019-01-28 11:00:00,701.2,33.97,39.56,3.204
2019-01-28 12:00:00,703.17,34.62,37.87,2.628
2019-01-28 13:00:00,695.65,34.88,37.09,2.484
2019-01-28 14:00:00,535.95,34.69,37.34,2.592
2019-01-28 15:00:00,372.0,34.07,38.72,2.628
2019-01-28 16:00:00,172.65,32.98,41.75,2.9160000000000004
2019-01-28 17:00:00,28.92,30.98,48.75,2.7
2019-01-29 06:00:00,20.42,24.47,68.07,3.708
2019-01-29 07:00:00,187.57,27.38,54.72,3.024
2019-01-29 08:00:00,396.45,31.11,40.64,2.7720000000000002
2019-01-29 09:00:00,614.45,34.29,31.37,3.6
2019-01-29 10:00:00,796.2,36.55,25.99,4.644
2019-01-29 11:00:00,891.92,38.23,22.92,5.364
2019-01-29 12:00:00,878.9,39.39,21.37,6.084
2019-01-29 13:00:00,798.55,39.91,21.04,6.66
2019-01-29 14:00:00,623.38,39.75,21.76,7.092
2019-01-29 15:00:00,445.5,38.93,23.58,7.236
2019-01-29 16:00:00,212.5,37.46,26.62,7.272
2019-01-29 17:00:00,35.92,34.65,33.09,6.3
2019-01-30 06:00:00,18.1,25.04,63.62,1.9440000000000002
2019-01-30 07:00:00,156.0,28.07,52.59,2.052
2019-01-30 08:00:00,336.65,31.11,42.23,2.3760000000000003
2019-01-30 09:00:00,528.1,33.77,34.46,3.528
2019-01-30 10:00:00,618.5,35.86,29.4,4.5
2019-01-30 11:00:00,760.67,37.43,26.19,5.076
2019-01-30 12:00:00,755.22,38.5,24.15,5.328
2019-01-30 13:00:00,663.58,38.87,23.37,5.436
2019-01-30 14:00:00,607.78,38.76,23.35,5.184
2019-01-30 15:00:00,435.7,37.92,24.37,4.86
2019-01-30 16:00:00,216.93,36.64,26.26,4.176
2019-01-30 17:00:00,41.2,33.92,32.82,3.096
2019-01-31 06:00:00,18.1,25.42,60.32,3.3120000000000003
2019-01-31 07:00:00,165.05,28.15,50.22,3.204
2019-01-31 08:00:00,367.25,31.64,39.74,1.9440000000000002
2019-01-31 09:00:00,580.35,34.65,33.08,1.4400000000000002
2019-01-31 10:00:00,719.75,36.87,28.93,3.024
2019-01-31 11:00:00,760.88,38.48,25.99,4.284
2019-01-31 12:00:00,733.55,39.57,24.02,5.004
2019-01-31 13:00:00,698.4,40.04,23.12,5.148
2019-01-31 14:00:00,531.03,39.75,23.35,4.86
2019-01-31 15:00:00,320.0,38.69,24.89,4.284
2019-01-31 16:00:00,173.18,36.81,28.6,3.42
2019-01-31 17:00:00,34.88,34.39,35.8,2.4480000000000004
2019-02-01 06:00:00,22.23,25.55,58.08,4.5
2019-02-01 07:00:00,198.15,28.52,45.84,6.228
2019-02-01 08:00:00,408.62,32.23,35.0,6.372
2019-02-01 09:00:00,582.33,35.3,29.23,5.760000000000001
2019-02-01 10:00:00,718.3,37.57,25.9,5.652
2019-02-01 11:00:00,752.47,39.21,23.72,6.048
2019-02-01 12:00:00,781.4,40.22,22.42,6.6240000000000006
2019-02-01 13:00:00,762.35,40.61,21.98,6.9479999999999995
2019-02-01 14:00:00,628.83,40.47,22.27,6.768
2019-02-01 15:00:00,440.92,39.53,23.64,6.012
2019-02-01 16:00:00,233.05,38.06,26.02,4.752000000000001
2019-02-01 17:00:00,46.15,35.24,31.86,2.9160000000000004
2019-02-02 06:00:00,18.83,24.71,63.28,2.2680000000000002
2019-02-02 07:00:00,184.05,27.62,50.35,3.456
2019-02-02 08:00:00,406.8,31.49,36.98,3.672
2019-02-02 09:00:00,631.25,34.65,29.23,4.680000000000001
2019-02-02 10:00:00,790.08,36.94,24.9,5.508
2019-02-02 11:00:00,844.08,38.65,21.98,5.796
2019-02-02 12:00:00,776.97,39.82,19.99,5.796
2019-02-02 13:00:00,675.08,40.39,18.97,5.6160000000000005
2019-02-02 14:00:00,576.2,40.33,18.78,5.328
2019-02-02 15:00:00,355.9,39.61,19.44,4.896000000000001
2019-02-02 16:00:00,179.82,38.11,21.5,4.248
2019-02-02 17:00:00,37.3,34.64,28.36,3.06
2019-02-03 06:00:00,20.52,25.15,53.57,4.5360000000000005
2019-02-03 07:00:00,194.65,28.03,44.5,5.076
2019-02-03 08:00:00,426.77,31.62,35.79,5.724
2019-02-03 09:00:00,645.95,34.37,31.13,6.696000000000001
2019-02-03 10:00:00,798.25,36.33,28.02,7.272
2019-02-03 11:00:00,833.55,37.87,25.35,7.2
2019-02-03 12:00:00,847.75,39.01,23.31,6.732
2019-02-03 13:00:00,811.83,39.68,21.88,6.192
2019-02-03 14:00:00,700.42,39.72,21.27,5.904
2019-02-03 15:00:00,502.55,39.1,21.51,5.364
2019-02-03 16:00:00,267.35,37.75,22.95,4.716
2019-02-03 17:00:00,52.9,34.41,30.22,3.42
2019-02-04 06:00:00,23.6,25.2,56.6,3.9240000000000004
2019-02-04 07:00:00,219.12,28.15,46.91,3.204
2019-02-04 08:00:00,456.33,31.9,37.38,4.032000000000001
2019-02-04 09:00:00,665.92,34.72,31.52,5.22
2019-02-04 10:00:00,829.85,36.75,27.54,6.084
2019-02-04 11:00:00,839.0,38.23,24.95,6.84
2019-02-04 12:00:00,835.85,39.24,23.29,6.84
2019-02-04 13:00:00,800.85,39.77,22.29,6.228
2019-02-04 14:00:00,663.33,39.76,22.04,5.6160000000000005
2019-02-04 15:00:00,452.15,38.99,22.85,4.968
2019-02-04 16:00:00,232.85,37.72,24.55,3.9960000000000004
2019-02-04 17:00:00,46.47,34.83,30.51,2.8800000000000003
2019-02-05 06:00:00,20.42,25.08,61.36,3.42
2019-02-05 07:00:00,186.1,28.04,48.76,4.680000000000001
2019-02-05 08:00:00,403.6,31.73,36.92,5.724
2019-02-05 09:00:00,610.45,34.84,30.33,6.12
2019-02-05 10:00:00,792.97,37.11,26.36,6.3
2019-02-05 11:00:00,829.05,38.88,23.29,6.12
2019-02-05 12:00:00,856.7,40.1,21.29,5.976
2019-02-05 13:00:00,787.6,40.71,20.22,5.9399999999999995
2019-02-05 14:00:00,669.72,40.62,20.15,5.6160000000000005
2019-02-05 15:00:00,467.35,39.87,21.01,5.004
2019-02-05 16:00:00,248.4,38.37,23.1,4.032000000000001
2019-02-05 17:00:00,51.55,35.13,29.71,3.132
2019-02-06 06:00:00,21.52,24.23,61.97,5.04
2019-02-06 07:00:00,192.8,27.47,49.53,4.032000000000001
2019-02-06 08:00:00,406.08,31.14,38.66,2.592
2019-02-06 09:00:00,619.03,34.34,31.08,2.124
2019-02-06 10:00:00,782.03,36.74,26.55,3.168
2019-02-06 11:00:00,806.75,38.24,23.85,3.744
2019-02-06 12:00:00,821.35,39.26,22.04,3.9960000000000004
2019-02-06 13:00:00,780.53,39.68,21.13,4.032000000000001
2019-02-06 14:00:00,659.2,39.71,20.92,3.7800000000000002
2019-02-06 15:00:00,469.0,39.45,21.25,3.384
2019-02-06 16:00:00,242.1,38.25,23.0,2.9160000000000004
2019-02-06 17:00:00,47.88,34.94,29.36,2.052
2019-02-07 06:00:00,20.65,25.54,62.3,2.3040000000000003
2019-02-07 07:00:00,186.45,28.77,50.13,3.564
2019-02-07 08:00:00,402.02,32.47,38.38,4.32
2019-02-07 09:00:00,563.92,35.39,30.98,3.132
2019-02-07 10:00:00,752.53,37.59,26.23,2.8440000000000003
2019-02-07 11:00:00,728.22,39.23,23.1,3.2760000000000002
2019-02-07 12:00:00,745.12,40.32,21.2,3.528
2019-02-07 13:00:00,729.45,40.73,20.35,3.708
2019-02-07 14:00:00,596.83,40.5,20.31,3.636
2019-02-07 15:00:00,415.55,39.62,21.08,3.42
2019-02-07 16:00:00,211.95,38.21,22.87,2.556
2019-02-07 17:00:00,43.08,35.13,28.9,1.4400000000000002
2019-02-08 06:00:00,20.8,25.87,54.65,5.148
2019-02-08 07:00:00,192.15,28.51,44.96,6.912
2019-02-08 08:00:00,409.25,31.81,35.63,7.812
